unit,cycle,s17,s2,s3,s20,s21,s6,s9,s14,s15,s13
26,182,394,643.14,1601.23,38.65,23.2101,21.61,9123.09,8184.24,8.4827,2388.11
26,183,395,643.55,1600.16,38.55,23.1373,21.61,9121.03,8189.5,8.4973,2388.18
26,184,394,643.14,1597.99,38.64,23.1791,21.61,9124.85,8186.28,8.512,2388.14
26,185,394,643.02,1598.81,38.6,23.0039,21.61,9129.73,8193.97,8.5088,2388.15
26,186,395,643.81,1601.93,38.32,23.1313,21.61,9126.56,8202.18,8.5137,2388.14
26,187,395,643.5,1602.0,38.57,23.1639,21.61,9135.41,8199.87,8.5071,2388.08
26,188,395,643.15,1603.07,38.44,23.1403,21.61,9131.88,8198.83,8.4834,2388.13
26,189,396,643.59,1600.68,38.58,23.1637,21.61,9130.05,8207.26,8.4844,2388.17
26,190,396,643.29,1601.67,38.63,23.2113,21.61,9128.33,8204.56,8.4889,2388.14
26,191,397,643.59,1606.06,38.58,23.0404,21.61,9139.45,8200.26,8.5494,2388.16
26,192,397,643.7,1602.26,38.43,23.11,21.61,9143.79,8198.45,8.5053,2388.21
26,193,396,643.32,1598.78,38.39,23.1663,21.61,9139.84,8204.37,8.5207,2388.15
26,194,397,643.71,1599.33,38.66,23.0408,21.61,9143.97,8208.26,8.5348,2388.17
26,195,396,643.49,1607.92,38.57,23.114,21.61,9145.59,8214.85,8.5399,2388.16
26,196,395,643.57,1603.45,38.46,23.0408,21.61,9158.85,8215.55,8.4726,2388.16
26,197,398,644.04,1602.29,38.57,23.0534,21.61,9150.89,8219.41,8.5083,2388.13
26,198,397,643.24,1599.73,38.45,23.1852,21.61,9154.0,8213.47,8.5098,2388.16
26,199,398,643.51,1599.25,38.27,22.9867,21.61,9159.51,8222.42,8.5347,2388.2
27,1,391,642.41,1592.81,38.74,23.3425,21.61,9053.27,8144.58,8.4088,2388.06
27,2,395,642.6,1590.48,39.04,23.4075,21.61,9062.24,8138.82,8.4346,2388.11
27,3,391,642.3,1581.71,38.75,23.2521,21.61,9059.84,8145.91,8.4253,2388.07
27,4,394,643.04,1587.25,38.8,23.333,21.61,9066.11,8141.46,8.433,2388.03
27,5,394,642.47,1584.61,38.98,23.392,21.61,9057.75,8138.58,8.4384,2388.06
27,6,393,642.3,1584.48,38.9,23.319,21.61,9059.92,8145.23,8.4208,2388.06
27,7,393,642.27,1595.67,38.97,23.2795,21.61,9069.62,8140.38,8.4177,2388.06
27,8,394,642.45,1579.66,38.82,23.3563,21.61,9066.23,8146.22,8.4298,2388.05
27,9,392,642.59,1593.52,38.94,23.3202,21.61,9068.2,8144.82,8.4011,2388.08
27,10,393,642.54,1592.24,38.95,23.4244,21.61,9066.4,8142.33,8.4128,2388.09
27,11,392,642.57,1586.12,38.91,23.362,21.61,9062.55,8142.34,8.4378,2388.15
27,12,393,642.48,1587.31,38.82,23.3062,21.61,9065.14,8138.0,8.4468,2388.04
27,13,392,642.36,1588.83,38.64,23.3662,21.61,9061.13,8144.86,8.4276,2388.09
27,14,394,642.37,1583.56,38.97,23.3414,21.61,9056.57,8151.14,8.4452,2388.07
27,15,393,642.33,1583.7,38.73,23.3552,21.61,9069.72,8141.61,8.4514,2388.06
27,16,392,642.4,1585.16,38.82,23.3333,21.61,9067.64,8138.07,8.4352,2388.02
27,17,393,641.78,1591.04,38.86,23.3798,21.61,9061.41,8150.68,8.4351,2388.06
27,18,393,642.61,1590.43,38.84,23.3399,21.61,9064.92,8139.6,8.4055,2388.09
27,19,393,642.47,1581.23,38.8,23.3244,21.61,9062.02,8142.48,8.4082,2388.04
27,20,393,642.66,1592.44,38.9,23.3725,21.61,9064.36,8139.17,8.45,2388.08
27,21,392,642.56,1584.78,38.83,23.358,21.61,9067.88,8142.5,8.4341,2388.01
27,22,393,642.75,1590.65,38.89,23.3225,21.61,9059.1,8145.14,8.4121,2388.06
27,23,393,642.3,1590.01,38.89,23.2872,21.61,9064.01,8142.42,8.4264,2388.05
27,24,393,642.54,1594.77,38.91,23.3274,21.61,9073.32,8150.47,8.4451,2388.12
27,25,393,642.54,1590.71,38.9,23.2058,21.61,9066.2,8140.16,8.427,2388.1
27,26,391,642.61,1587.42,38.74,23.2886,21.61,9063.43,8144.18,8.4276,2388.06
27,27,393,642.32,1585.31,39.02,23.3902,21.61,9069.36,8148.06,8.4601,2388.08
27,28,393,642.55,1586.9,39.12,23.3839,21.61,9067.38,8145.93,8.3907,2388.04
27,29,392,642.5,1583.07,38.89,23.2319,21.61,9063.3,8145.78,8.4348,2388.04
27,30,393,642.46,1589.12,38.75,23.2781,21.61,9061.47,8149.79,8.4483,2388.05
27,31,392,642.7,1590.1,38.72,23.3471,21.61,9056.41,8145.08,8.4361,2388.03
27,32,393,642.55,1589.05,38.66,23.3432,21.61,9058.45,8142.86,8.4304,2388.01
27,33,394,642.06,1590.6,38.89,23.2982,21.61,9060.42,8145.23,8.446,2388.06
27,34,393,642.93,1597.39,38.92,23.3944,21.61,9062.04,8137.51,8.4496,2388.04
27,35,392,642.31,1591.21,38.91,23.365,21.61,9066.63,8138.47,8.4391,2388.05
27,36,393,642.16,1596.79,38.98,23.2749,21.61,9068.67,8139.3,8.3947,2388.06
27,37,391,642.69,1587.68,38.87,23.4123,21.61,9067.53,8142.31,8.4219,2388.04
27,38,392,642.55,1587.12,38.96,23.3179,21.61,9070.16,8144.39,8.4059,2388.07
27,39,393,642.26,1589.69,39.0,23.3514,21.61,9060.09,8145.37,8.4273,2388.1
27,40,393,642.42,1592.01,38.85,23.3694,21.61,9064.69,8150.59,8.4624,2388.05
27,41,392,642.21,1583.26,38.87,23.165,21.61,9057.14,8142.24,8.4502,2388.12
27,42,393,642.94,1581.57,38.94,23.3386,21.61,9068.4,8145.28,8.4601,2388.06
27,43,394,642.84,1591.34,38.79,23.3086,21.61,9064.24,8149.36,8.4171,2388.12
27,44,393,642.81,1583.25,38.87,23.2843,21.61,9072.87,8143.18,8.4091,2388.02
27,45,392,642.5,1588.66,39.02,23.2726,21.61,9063.77,8146.51,8.4182,2388.04
27,46,392,642.48,1585.98,38.86,23.3129,21.61,9070.12,8141.42,8.4178,2388.05
27,47,392,642.32,1590.28,38.87,23.2718,21.61,9068.49,8141.68,8.4431,2388.04
27,48,393,643.11,1593.64,38.88,23.4464,21.61,9066.14,8140.35,8.4163,2388.09
27,49,392,642.05,1590.33,38.92,23.3259,21.61,9071.78,8152.53,8.4277,2388.08
27,50,394,643.12,1588.5,39.0,23.3386,21.61,9066.57,8147.41,8.4129,2388.07
27,51,393,642.53,1590.41,38.93,23.4062,21.61,9065.55,8144.87,8.4392,2388.12
27,52,391,642.86,1592.59,38.98,23.288,21.6,9063.27,8137.45,8.4518,2388.09
27,53,392,642.56,1584.63,38.78,23.3635,21.61,9060.79,8141.03,8.4146,2388.07
27,54,392,642.62,1584.73,38.9,23.2081,21.61,9063.37,8149.35,8.4461,2388.13
27,55,393,642.28,1590.34,38.92,23.4158,21.61,9065.81,8148.28,8.4398,2388.12
27,56,393,642.91,1595.92,38.9,23.3764,21.61,9065.89,8136.03,8.4514,2388.07
27,57,393,642.26,1590.69,38.79,23.3128,21.61,9066.79,8141.63,8.4204,2388.11
27,58,393,642.57,1584.91,38.92,23.3731,21.61,9069.47,8143.44,8.4361,2388.07
27,59,394,641.89,1595.99,38.76,23.357,21.61,9063.77,8146.7,8.4306,2388.05
27,60,392,642.78,1587.22,38.77,23.2111,21.61,9069.95,8147.55,8.4413,2388.06
27,61,392,642.56,1591.03,38.69,23.379,21.61,9071.13,8148.23,8.4327,2388.11
27,62,392,642.26,1588.61,38.93,23.2637,21.61,9064.77,8144.23,8.4336,2388.04
27,63,393,642.33,1590.1,38.93,23.2869,21.61,9060.33,8148.73,8.4618,2388.05
27,64,393,642.59,1591.45,39.07,23.3385,21.61,9068.6,8146.86,8.4189,2388.05
27,65,393,642.7,1590.78,38.88,23.3298,21.61,9060.49,8138.62,8.4179,2388.06
27,66,393,642.81,1589.64,38.9,23.1849,21.61,9065.48,8142.88,8.4438,2388.09
27,67,395,642.57,1586.59,38.94,23.3121,21.61,9069.14,8142.67,8.4508,2388.07
27,68,392,642.73,1593.25,38.8,23.3597,21.61,9069.39,8147.8,8.428,2388.12
27,69,394,642.77,1578.13,38.78,23.364,21.61,9066.37,8149.25,8.427,2388.05
27,70,394,642.53,1584.62,38.88,23.3443,21.61,9066.9,8142.63,8.4254,2388.09
27,71,393,642.7,1593.27,38.98,23.3195,21.61,9066.69,8147.87,8.3924,2388.07
27,72,392,642.85,1584.8,38.82,23.2761,21.61,9070.38,8142.34,8.4406,2388.13
27,73,393,642.83,1595.96,38.83,23.2556,21.61,9070.22,8149.48,8.408,2388.12
27,74,393,642.43,1589.75,39.06,23.3193,21.61,9065.28,8148.24,8.4408,2388.12
27,75,393,642.76,1589.51,38.68,23.3404,21.61,9071.52,8144.03,8.4467,2388.13
27,76,393,642.5,1587.74,38.94,23.3429,21.61,9064.55,8143.37,8.4191,2388.11
27,77,392,642.87,1588.09,38.9,23.3397,21.61,9076.28,8153.49,8.4316,2388.14
27,78,395,642.43,1593.59,38.85,23.3428,21.61,9070.92,8145.92,8.429,2388.09
27,79,394,642.7,1584.93,38.73,23.2766,21.61,9071.87,8141.38,8.4376,2388.12
27,80,393,641.84,1587.58,38.84,23.2138,21.61,9069.73,8151.22,8.4667,2388.06
27,81,393,643.16,1590.25,38.82,23.3558,21.61,9063.08,8147.64,8.444,2388.12
27,82,392,642.5,1600.91,38.75,23.3561,21.61,9061.03,8150.9,8.3974,2388.08
27,83,394,642.24,1591.16,38.92,23.3416,21.61,9072.18,8153.05,8.4279,2388.1
27,84,395,643.05,1590.75,38.72,23.3699,21.61,9069.1,8147.08,8.4312,2388.15
27,85,392,641.86,1591.36,38.93,23.3496,21.61,9074.25,8151.2,8.4562,2388.02
27,86,393,642.87,1593.17,39.1,23.2941,21.61,9070.13,8149.27,8.4437,2388.07
27,87,391,642.63,1590.85,38.7,23.2104,21.61,9067.17,8147.15,8.4775,2388.12
27,88,392,643.0,1586.24,38.82,23.3788,21.61,9068.5,8152.72,8.4216,2388.06
27,89,394,642.6,1595.61,38.86,23.1602,21.61,9074.96,8145.83,8.4042,2388.08
27,90,394,642.13,1591.67,38.68,23.3718,21.61,9069.56,8151.82,8.4565,2388.12
27,91,394,642.94,1590.89,39.03,23.1897,21.61,9072.4,8148.73,8.457,2388.03
27,92,393,642.48,1585.96,38.86,23.2057,21.61,9072.9,8149.25,8.4985,2388.05
27,93,394,642.64,1592.61,38.71,23.303,21.61,9074.79,8151.5,8.4139,2388.13
27,94,394,642.41,1597.87,38.76,23.2785,21.61,9086.81,8151.6,8.4572,2388.06
27,95,392,643.26,1595.23,38.87,23.2952,21.61,9082.15,8146.29,8.4474,2388.11
27,96,393,642.66,1590.7,38.65,23.31,21.61,9073.48,8153.95,8.484,2388.05
27,97,392,643.17,1584.43,38.76,23.2503,21.61,9075.95,8151.37,8.4153,2388.13
27,98,394,642.59,1586.18,38.82,23.1136,21.61,9079.74,8146.12,8.4508,2388.15
27,99,394,642.65,1591.88,38.99,23.4543,21.61,9077.61,8155.67,8.4217,2388.1
27,100,392,642.41,1591.27,38.93,23.3242,21.61,9074.93,8153.67,8.4529,2388.13
27,101,393,642.97,1590.05,38.79,23.273,21.61,9072.0,8150.66,8.4494,2388.05
27,102,393,643.27,1596.27,38.71,23.1543,21.61,9083.46,8150.19,8.4381,2388.1
27,103,395,642.92,1598.29,38.86,23.2877,21.61,9070.84,8150.48,8.4145,2388.08
27,104,393,642.8,1590.26,38.84,23.2414,21.61,9079.04,8151.72,8.4773,2388.06
27,105,393,642.78,1594.54,39.01,23.3349,21.61,9072.32,8160.01,8.4467,2388.05
27,106,396,643.22,1591.24,38.63,23.3546,21.61,9070.42,8159.72,8.4402,2388.11
27,107,393,643.06,1592.6,38.98,23.2095,21.61,9079.41,8158.35,8.4471,2388.07
27,108,394,642.5,1586.58,38.73,23.3405,21.61,9078.18,8152.68,8.4409,2388.1
27,109,395,643.03,1596.46,38.56,23.238,21.61,9079.2,8154.77,8.4645,2388.08
27,110,394,643.17,1597.79,38.74,23.2156,21.61,9082.82,8159.55,8.4654,2388.09
27,111,393,643.07,1587.76,38.75,23.1462,21.61,9086.44,8157.77,8.4732,2388.06
27,112,394,642.55,1593.06,38.72,23.2291,21.61,9086.26,8163.05,8.4971,2388.05
27,113,394,642.01,1590.1,38.86,23.2555,21.61,9084.23,8154.77,8.4996,2388.11
27,114,393,642.62,1589.31,38.75,23.3215,21.61,9085.75,8154.36,8.4495,2388.12
27,115,393,643.15,1596.43,38.75,23.2533,21.61,9080.95,8162.12,8.424,2388.12
27,116,392,643.03,1595.3,38.58,23.2533,21.61,9087.05,8162.59,8.4847,2388.09
27,117,394,643.13,1594.45,38.82,23.2818,21.61,9086.99,8161.24,8.4794,2388.11
27,118,394,642.66,1596.54,38.69,23.2242,21.61,9083.29,8157.21,8.4542,2388.11
27,119,394,642.63,1601.47,38.67,23.1955,21.61,9086.62,8156.58,8.4609,2388.11
27,120,394,643.3,1596.71,38.8,23.1596,21.61,9086.22,8160.94,8.4257,2388.05
27,121,395,642.67,1596.07,38.81,23.2751,21.61,9087.76,8162.94,8.4937,2388.11
27,122,394,642.78,1594.96,38.64,23.2634,21.61,9082.24,8161.81,8.4538,2388.13
27,123,395,643.01,1593.26,38.77,23.2581,21.61,9085.06,8160.55,8.5044,2388.13
27,124,393,643.02,1594.17,38.54,23.2164,21.61,9091.19,8161.2,8.4511,2388.08
27,125,393,643.3,1594.14,38.65,23.1363,21.61,9088.49,8164.12,8.4702,2388.16
27,126,393,643.13,1601.52,38.69,23.2992,21.61,9092.73,8167.14,8.4775,2388.05
27,127,393,642.93,1589.48,38.64,23.2686,21.61,9095.28,8167.12,8.4782,2388.1
27,128,396,642.99,1597.56,38.77,23.201,21.61,9100.82,8162.7,8.421,2388.11
27,129,395,642.82,1596.58,38.78,23.2787,21.61,9091.64,8169.46,8.4733,2388.09
27,130,393,643.14,1588.93,38.71,23.1785,21.61,9098.26,8172.5,8.4932,2388.16
27,131,396,642.63,1596.17,38.56,23.2102,21.61,9095.96,8171.63,8.4656,2388.19
27,132,395,643.56,1596.9,38.64,23.1495,21.61,9096.31,8165.34,8.4617,2388.12
27,133,395,643.82,1596.44,38.66,23.135,21.61,9102.37,8169.51,8.473,2388.15
27,134,395,643.55,1594.9,38.69,23.1422,21.61,9099.55,8176.05,8.4878,2388.09
27,135,395,642.84,1599.93,38.72,23.1423,21.61,9100.56,8172.55,8.4401,2388.11
27,136,395,643.43,1597.34,38.6,23.1191,21.61,9103.92,8173.82,8.48,2388.13
27,137,395,643.42,1587.85,38.39,23.2479,21.61,9109.46,8175.11,8.47,2388.13
27,138,397,643.79,1600.39,38.46,23.1376,21.61,9112.02,8179.58,8.5029,2388.14
27,139,395,643.55,1604.41,38.63,23.2009,21.61,9109.28,8169.95,8.4694,2388.14
27,140,394,643.03,1590.08,38.5,23.1819,21.61,9106.13,8180.48,8.5094,2388.15
27,141,394,643.77,1595.21,38.51,23.1364,21.61,9112.38,8187.91,8.4834,2388.15
27,142,394,643.22,1595.77,38.6,23.0974,21.61,9117.4,8185.09,8.4769,2388.14
27,143,394,643.27,1602.64,38.5,23.0649,21.61,9118.63,8181.83,8.5029,2388.12
27,144,395,643.38,1602.76,38.67,23.137,21.61,9121.87,8184.17,8.4962,2388.11
27,145,395,643.56,1599.55,38.69,23.15,21.61,9118.9,8185.61,8.5521,2388.14
27,146,396,644.0,1605.27,38.45,23.0716,21.61,9121.63,8185.95,8.4684,2388.19
27,147,397,643.6,1599.15,38.58,23.0639,21.61,9118.21,8194.26,8.4949,2388.15
27,148,395,643.3,1604.17,38.47,23.1164,21.61,9126.28,8187.57,8.4951,2388.22
27,149,395,643.4,1598.75,38.38,23.1406,21.61,9122.95,8194.73,8.5158,2388.14
27,150,398,643.75,1599.94,38.42,23.1674,21.61,9133.75,8196.73,8.5362,2388.13
27,151,397,643.48,1604.42,38.48,23.1837,21.61,9129.98,8195.98,8.5312,2388.16
27,152,396,643.64,1600.46,38.53,23.082,21.61,9131.86,8196.96,8.5054,2388.24
27,153,395,643.57,1600.98,38.3,23.0855,21.61,9129.9,8202.69,8.4995,2388.19
27,154,397,643.8,1606.27,38.55,23.098,21.61,9140.82,8205.16,8.502,2388.19
27,155,398,643.5,1607.67,38.56,23.1217,21.61,9143.95,8200.38,8.5216,2388.25
27,156,397,643.76,1606.45,38.65,23.0772,21.61,9141.14,8210.07,8.5259,2388.15
28,1,391,642.14,1584.11,39.18,23.3642,21.61,9068.32,8145.82,8.3899,2388.0
28,2,391,642.41,1583.78,39.22,23.4739,21.61,9056.19,8143.47,8.3977,2387.98
28,3,391,642.13,1583.81,39.1,23.5312,21.6,9066.04,8139.99,8.3898,2387.99
28,4,393,642.51,1593.03,39.01,23.3791,21.61,9065.22,8145.79,8.3887,2388.02
28,5,394,642.39,1577.87,39.01,23.4707,21.61,9060.76,8140.29,8.3771,2387.96
28,6,391,642.07,1591.74,39.01,23.489,21.61,9061.02,8147.97,8.3618,2388.0
28,7,391,642.05,1581.85,39.11,23.519,21.61,9059.22,8140.33,8.439,2388.02
28,8,391,642.21,1589.79,39.08,23.5862,21.61,9054.45,8144.25,8.3898,2387.92
28,9,392,642.12,1585.04,38.86,23.4515,21.61,9058.03,8145.92,8.3858,2387.93
28,10,391,642.01,1580.24,39.06,23.4235,21.61,9066.17,8146.34,8.3912,2388.03
28,11,391,642.31,1587.71,39.04,23.3447,21.61,9061.34,8146.04,8.4056,2388.04
28,12,391,642.01,1588.4,39.01,23.547,21.61,9062.82,8144.02,8.3913,2387.96
28,13,392,641.58,1583.34,38.97,23.4033,21.61,9066.09,8149.44,8.3841,2387.99
28,14,391,641.9,1585.59,39.03,23.3883,21.61,9051.05,8141.24,8.3898,2387.98
28,15,391,641.55,1583.1,39.01,23.5113,21.61,9049.26,8143.08,8.3717,2387.99
28,16,392,641.86,1582.29,38.95,23.3424,21.61,9062.03,8144.72,8.3851,2387.96
28,17,392,641.88,1581.72,39.1,23.4449,21.61,9065.75,8136.66,8.3755,2387.99
28,18,392,642.12,1589.7,39.13,23.4849,21.61,9067.04,8145.74,8.446,2388.04
28,19,390,641.86,1580.18,38.97,23.4707,21.61,9066.55,8144.02,8.3974,2387.98
28,20,390,642.38,1588.55,39.02,23.526,21.61,9070.68,8150.85,8.3633,2387.99
28,21,392,641.8,1583.54,39.14,23.3621,21.61,9070.94,8143.52,8.419,2388.01
28,22,390,641.96,1585.14,39.04,23.3614,21.61,9062.74,8145.17,8.3809,2388.04
28,23,390,642.24,1592.12,38.84,23.4896,21.61,9070.1,8147.37,8.3752,2387.92
28,24,391,641.96,1586.78,39.02,23.4439,21.61,9059.83,8149.0,8.3832,2387.99
28,25,391,641.99,1584.17,39.12,23.4736,21.61,9052.73,8138.98,8.3855,2387.99
28,26,391,642.27,1583.55,39.01,23.4683,21.6,9056.03,8138.44,8.4107,2387.99
28,27,391,641.98,1578.48,38.97,23.5858,21.61,9070.27,8146.95,8.4122,2388.0
28,28,393,641.31,1577.83,39.12,23.5554,21.61,9063.64,8148.62,8.4115,2387.99
28,29,390,641.91,1581.94,38.9,23.4527,21.61,9057.08,8151.44,8.4109,2388.04
28,30,391,641.9,1591.83,39.07,23.3106,21.61,9060.75,8147.77,8.4159,2388.0
28,31,393,642.59,1583.14,39.06,23.4405,21.61,9060.02,8146.85,8.3923,2388.01
28,32,392,641.96,1577.38,39.11,23.4599,21.61,9061.77,8147.61,8.364,2387.97
28,33,390,642.1,1579.87,38.97,23.3332,21.61,9063.8,8147.2,8.3637,2387.99
28,34,390,642.59,1594.85,38.84,23.3499,21.61,9069.76,8154.71,8.4059,2387.92
28,35,392,642.13,1590.98,39.01,23.4664,21.61,9066.54,8142.79,8.4076,2387.93
28,36,393,641.41,1574.52,38.96,23.3854,21.61,9052.62,8141.16,8.4202,2388.03
28,37,391,641.84,1581.94,39.13,23.4107,21.61,9068.16,8146.26,8.3763,2388.02
28,38,391,641.66,1583.68,39.14,23.5379,21.61,9068.32,8144.52,8.409,2387.96
28,39,393,642.19,1592.26,39.19,23.3943,21.61,9068.8,8145.17,8.4104,2387.98
28,40,392,642.01,1587.66,39.2,23.3242,21.61,9064.71,8147.36,8.3907,2387.97
28,41,391,641.76,1575.6,39.24,23.4913,21.61,9064.08,8146.71,8.3489,2387.99
28,42,392,642.31,1585.08,39.13,23.3987,21.61,9061.42,8147.24,8.3567,2387.99
28,43,392,642.08,1586.32,38.92,23.418,21.61,9065.24,8144.77,8.3901,2387.97
28,44,392,642.23,1586.12,39.13,23.4689,21.61,9068.56,8147.8,8.4043,2388.02
28,45,389,641.87,1581.16,39.06,23.353,21.61,9066.97,8149.25,8.4185,2388.02
28,46,390,642.24,1584.24,39.03,23.4541,21.61,9074.28,8143.31,8.3911,2387.99
28,47,391,642.29,1583.8,39.19,23.504,21.61,9068.95,8148.95,8.4057,2387.99
28,48,391,642.03,1578.55,39.05,23.4335,21.61,9062.59,8142.28,8.4239,2387.99
28,49,391,642.05,1584.38,39.05,23.371,21.61,9068.64,8143.78,8.3989,2387.98
28,50,390,641.93,1589.99,39.02,23.4871,21.61,9053.29,8144.84,8.4083,2387.94
28,51,393,641.82,1583.92,38.97,23.4205,21.61,9067.07,8143.88,8.3757,2387.98
28,52,391,642.55,1581.69,38.95,23.4285,21.61,9068.46,8145.66,8.3764,2387.99
28,53,390,641.96,1583.64,39.16,23.4004,21.61,9066.56,8143.74,8.3889,2387.99
28,54,391,642.64,1579.5,38.97,23.4836,21.61,9060.99,8149.46,8.3787,2388.03
28,55,391,642.11,1582.46,38.96,23.4092,21.61,9067.45,8143.27,8.4182,2387.98
28,56,391,641.57,1583.61,39.02,23.3816,21.61,9062.72,8143.76,8.4071,2388.0
28,57,392,642.0,1584.72,38.9,23.3154,21.61,9067.19,8141.57,8.4263,2387.99
28,58,392,642.06,1585.85,39.08,23.4433,21.6,9058.45,8148.08,8.3993,2388.07
28,59,392,642.1,1582.48,39.1,23.4337,21.61,9070.08,8146.69,8.4166,2388.02
28,60,393,642.12,1583.95,38.97,23.3426,21.61,9060.3,8148.85,8.3719,2388.03
28,61,392,642.55,1584.91,38.93,23.31,21.61,9066.89,8143.65,8.3928,2388.05
28,62,392,642.22,1586.18,39.15,23.4007,21.61,9063.33,8141.96,8.4121,2388.0
28,63,393,642.52,1583.53,39.22,23.3433,21.61,9066.6,8140.3,8.386,2387.99
28,64,391,642.13,1586.43,39.01,23.4845,21.61,9063.19,8148.07,8.3751,2388.01
28,65,393,642.18,1581.73,38.84,23.4073,21.61,9065.88,8144.12,8.3687,2388.04
28,66,392,641.88,1589.67,38.93,23.3639,21.61,9061.76,8146.94,8.3617,2388.0
28,67,392,642.3,1582.51,38.93,23.3905,21.61,9068.43,8147.59,8.4349,2388.05
28,68,393,642.04,1584.96,39.01,23.5582,21.61,9065.24,8151.09,8.4225,2387.97
28,69,391,642.33,1580.4,38.84,23.5081,21.61,9076.21,8145.72,8.4078,2388.01
28,70,391,641.85,1588.49,39.09,23.3669,21.6,9065.58,8142.83,8.3872,2388.0
28,71,392,641.88,1584.83,39.04,23.4344,21.61,9070.96,8147.54,8.3846,2387.97
28,72,392,641.94,1590.87,39.19,23.4449,21.61,9058.05,8145.92,8.3823,2388.07
28,73,393,641.84,1583.63,38.9,23.3652,21.61,9062.43,8153.11,8.416,2388.03
28,74,392,642.26,1589.71,38.98,23.3505,21.61,9064.55,8141.05,8.3927,2388.04
28,75,392,642.2,1589.25,39.0,23.3564,21.61,9061.14,8142.93,8.4315,2387.95
28,76,393,642.63,1581.34,38.98,23.3559,21.61,9060.49,8142.12,8.4286,2388.1
28,77,392,642.11,1583.91,39.02,23.4062,21.6,9068.2,8147.81,8.3962,2387.95
28,78,392,642.21,1582.49,38.98,23.3934,21.61,9068.86,8155.6,8.4082,2387.98
28,79,392,642.32,1581.55,39.0,23.4542,21.61,9068.57,8147.26,8.4053,2388.02
28,80,391,641.87,1582.14,39.01,23.3739,21.61,9066.96,8149.74,8.4009,2388.02
28,81,392,641.88,1586.36,38.87,23.4255,21.61,9057.4,8144.84,8.3736,2388.01
28,82,391,642.51,1588.64,38.91,23.3632,21.61,9060.37,8146.92,8.4566,2387.93
28,83,391,642.18,1593.18,38.83,23.41,21.61,9058.47,8145.46,8.4374,2388.06
28,84,392,642.23,1584.76,38.94,23.375,21.61,9075.51,8148.28,8.4306,2388.04
28,85,392,642.87,1586.61,38.78,23.3571,21.61,9063.46,8141.92,8.4041,2388.03
28,86,393,641.92,1595.05,39.02,23.4089,21.61,9072.58,8144.94,8.4209,2388.1
28,87,393,641.96,1592.49,38.97,23.3528,21.61,9072.34,8150.74,8.4084,2388.02
28,88,393,641.79,1588.65,38.94,23.3676,21.61,9067.73,8146.97,8.4056,2388.01
28,89,392,641.96,1583.78,38.92,23.333,21.61,9061.62,8148.89,8.4194,2388.04
28,90,391,642.51,1588.33,39.07,23.3898,21.61,9071.85,8149.64,8.4098,2388.05
28,91,393,641.95,1586.5,38.87,23.4287,21.61,9065.12,8144.35,8.4066,2388.02
28,92,391,642.28,1585.44,38.85,23.1935,21.6,9073.66,8153.67,8.4126,2388.04
28,93,393,642.72,1591.59,38.81,23.4296,21.6,9069.35,8150.16,8.4185,2388.02
28,94,392,642.38,1582.06,38.88,23.2959,21.6,9064.48,8149.49,8.4143,2388.08
28,95,393,642.55,1589.01,38.86,23.2812,21.61,9056.85,8148.37,8.3995,2388.04
28,96,394,642.31,1591.21,38.87,23.4844,21.61,9064.81,8146.47,8.4495,2388.01
28,97,391,641.99,1581.89,38.78,23.4177,21.61,9066.63,8146.28,8.4075,2388.01
28,98,392,641.91,1592.21,38.9,23.2685,21.61,9074.76,8146.81,8.4168,2388.1
28,99,394,642.69,1583.56,39.12,23.3521,21.61,9060.46,8142.91,8.4386,2388.06
28,100,394,642.29,1591.93,38.95,23.339,21.61,9070.47,8142.99,8.4137,2388.03
28,101,393,642.43,1588.34,38.9,23.3334,21.61,9063.04,8147.39,8.4105,2388.02
28,102,393,642.36,1583.1,38.8,23.3367,21.61,9070.65,8149.12,8.4574,2388.01
28,103,394,643.22,1589.06,38.96,23.3641,21.61,9066.86,8146.38,8.4222,2388.0
28,104,394,642.88,1589.67,38.86,23.3536,21.61,9066.64,8146.03,8.4376,2388.04
28,105,392,642.21,1585.77,38.88,23.336,21.61,9067.68,8147.74,8.441,2388.0
28,106,392,642.6,1589.88,38.94,23.3182,21.61,9071.53,8152.73,8.423,2388.06
28,107,393,642.82,1585.25,38.9,23.2492,21.61,9070.99,8147.28,8.4141,2388.03
28,108,392,642.31,1591.53,38.87,23.3229,21.6,9068.1,8150.95,8.4284,2388.04
28,109,394,642.86,1588.87,38.77,23.4303,21.61,9069.41,8141.85,8.4261,2388.03
28,110,393,642.8,1590.35,38.76,23.2298,21.61,9072.74,8151.72,8.4303,2388.04
28,111,394,642.46,1587.64,38.97,23.3283,21.61,9066.62,8147.91,8.4127,2388.05
28,112,392,642.66,1595.05,38.93,23.293,21.61,9063.78,8151.49,8.4343,2388.08
28,113,393,642.1,1588.6,38.86,23.3128,21.61,9073.58,8144.06,8.4655,2388.06
28,114,393,642.63,1586.07,38.73,23.3627,21.61,9066.1,8144.79,8.4267,2388.11
28,115,393,642.63,1588.97,38.83,23.25,21.61,9068.71,8155.0,8.4293,2388.04
28,116,392,641.99,1588.81,38.86,23.3796,21.61,9065.56,8148.35,8.4381,2388.11
28,117,394,642.39,1596.89,38.82,23.3743,21.61,9064.48,8147.94,8.4037,2388.07
28,118,393,642.59,1594.32,38.88,23.3331,21.61,9071.78,8147.05,8.4527,2388.05
