unit,cycle,s17,s2,s3,s20,s21,s6,s9,s14,s15,s13,max_cycle,RUL,predicted_rul_xgb
11,6,392,641.88,1587.32,38.99,23.4387,21.61,9056.33,8140.17,8.396,2388.07,240,234,225.39119
11,7,391,642.43,1586.23,38.97,23.4719,21.61,9050.13,8139.4,8.3946,2388.04,240,233,207.89763
11,8,391,642.21,1586.81,39.18,23.422,21.61,9051.0,8140.49,8.4047,2388.05,240,232,217.3598
11,9,392,641.85,1587.66,38.93,23.4871,21.6,9053.69,8139.79,8.3542,2388.03,240,231,237.80067
11,10,390,641.71,1580.18,38.93,23.3689,21.61,9054.77,8135.35,8.3836,2387.94,240,230,238.7611
11,11,391,642.69,1589.05,38.92,23.4216,21.61,9053.65,8135.99,8.4111,2387.98,240,229,219.83673
11,12,391,642.24,1581.53,39.11,23.4267,21.61,9051.17,8141.64,8.4222,2388.0,240,228,209.54268
11,13,392,642.53,1582.63,39.15,23.4336,21.6,9051.66,8139.41,8.3639,2388.04,240,227,222.61337
11,14,394,642.27,1589.27,39.0,23.3445,21.6,9052.24,8134.63,8.3427,2387.99,240,226,217.8288
11,15,392,642.61,1582.4,39.05,23.2728,21.61,9049.2,8131.09,8.3758,2387.98,240,225,238.11775
11,16,391,642.51,1591.74,39.01,23.4991,21.61,9054.0,8138.06,8.4237,2388.02,240,224,206.97098
11,17,390,641.61,1586.2,38.89,23.3643,21.61,9062.16,8133.82,8.4331,2388.02,240,223,204.2435
11,18,392,641.92,1587.52,38.98,23.4803,21.61,9051.61,8135.83,8.392,2388.0,240,222,213.96526
11,19,392,642.79,1582.29,39.03,23.4238,21.61,9053.31,8140.49,8.3984,2388.02,240,221,217.47534
11,20,393,642.35,1593.36,39.03,23.3962,21.6,9051.23,8138.25,8.3675,2388.0,240,220,218.57979
11,21,392,642.44,1583.42,39.01,23.4342,21.61,9049.83,8136.2,8.3857,2388.01,240,219,214.48921
11,22,391,642.08,1581.85,38.99,23.4564,21.61,9051.46,8141.33,8.3772,2388.07,240,218,192.46596
11,23,392,642.25,1580.18,38.7,23.3861,21.61,9063.79,8140.89,8.4163,2387.96,240,217,197.89117
11,24,392,642.15,1583.63,39.02,23.4246,21.61,9057.68,8142.7,8.4124,2388.01,240,216,194.61656
11,25,394,641.73,1580.23,38.73,23.272,21.61,9055.87,8137.69,8.391,2387.99,240,215,211.24396
11,26,391,642.09,1579.34,38.84,23.2838,21.61,9061.19,8137.96,8.3937,2388.01,240,214,193.5229
11,27,393,642.13,1588.96,38.79,23.4566,21.61,9050.54,8137.91,8.4127,2388.05,240,213,189.9658
11,28,390,642.22,1576.29,38.94,23.4501,21.61,9045.34,8137.94,8.4136,2387.98,240,212,214.4521
11,29,392,642.1,1582.76,38.85,23.4664,21.61,9055.78,8140.71,8.3926,2387.98,240,211,193.11897
11,30,390,642.01,1582.15,38.89,23.5179,21.61,9045.93,8132.18,8.4034,2388.03,240,210,207.03893
11,31,393,642.22,1591.95,39.09,23.4137,21.61,9050.34,8144.5,8.4041,2387.95,240,209,190.94633
11,32,393,641.69,1580.75,38.96,23.3978,21.61,9061.06,8136.73,8.4134,2388.06,240,208,183.53374
11,33,390,641.98,1584.74,38.89,23.4365,21.61,9050.64,8140.03,8.4162,2388.05,240,207,219.9915
11,34,391,642.91,1588.67,38.97,23.4385,21.61,9052.25,8139.82,8.3959,2388.01,240,206,194.95383
11,35,392,642.19,1587.71,39.14,23.44,21.6,9049.16,8133.98,8.4455,2387.96,240,205,198.91615
11,36,392,641.99,1586.4,38.96,23.3295,21.61,9055.09,8136.82,8.388,2388.02,240,204,183.11499
11,37,392,642.18,1582.02,38.96,23.3884,21.61,9052.78,8136.0,8.4105,2388.07,240,203,198.96136
11,38,393,642.18,1584.35,39.0,23.4518,21.61,9056.28,8134.16,8.3874,2388.04,240,202,197.43187
11,39,392,642.73,1581.9,39.21,23.4269,21.6,9044.26,8140.96,8.4254,2388.07,240,201,182.78397
11,40,391,642.26,1584.31,38.85,23.4185,21.61,9050.94,8137.52,8.4039,2388.05,240,200,200.83537
11,41,392,641.62,1584.46,39.01,23.4146,21.61,9055.59,8138.82,8.3796,2388.01,240,199,190.04614
11,42,392,641.41,1588.62,38.96,23.3637,21.61,9058.15,8140.79,8.4085,2388.03,240,198,167.87328
11,43,392,642.38,1582.06,39.02,23.4501,21.6,9049.98,8134.42,8.3586,2388.05,240,197,199.4884
11,44,391,642.22,1581.61,39.09,23.4477,21.61,9056.38,8132.99,8.4236,2388.03,240,196,185.4853
11,45,392,642.13,1576.17,39.18,23.4272,21.61,9050.58,8135.34,8.395,2388.01,240,195,203.76173
11,46,392,641.7,1581.5,39.04,23.5197,21.61,9061.71,8137.83,8.4173,2387.98,240,194,186.1293
11,47,393,642.39,1587.17,38.95,23.3655,21.61,9055.24,8135.6,8.4126,2388.03,240,193,170.00517
11,48,393,642.43,1589.74,39.12,23.426,21.61,9056.68,8138.82,8.3858,2388.01,240,192,185.54524
11,49,393,641.96,1575.0,38.98,23.477,21.61,9055.62,8135.44,8.4135,2388.05,240,191,205.62927
11,50,390,642.27,1571.84,39.09,23.4715,21.61,9060.87,8143.91,8.4526,2388.04,240,190,174.94804
11,51,390,642.34,1584.54,39.0,23.3789,21.61,9058.91,8139.98,8.422,2388.03,240,189,172.83714
11,52,392,642.46,1583.06,38.99,23.4803,21.61,9047.21,8142.49,8.3852,2388.06,240,188,178.6423
11,53,392,642.49,1583.43,39.1,23.3581,21.61,9053.36,8140.34,8.4087,2388.04,240,187,171.36899
11,54,391,642.36,1589.87,39.02,23.4614,21.61,9054.95,8142.01,8.4052,2387.99,240,186,158.3633
11,55,392,642.11,1587.89,39.01,23.4166,21.61,9057.67,8138.8,8.4011,2388.03,240,185,177.8118
11,56,392,642.7,1584.42,39.09,23.3369,21.61,9050.18,8134.67,8.3797,2388.06,240,184,163.87299
11,57,392,642.08,1584.82,39.01,23.5788,21.61,9052.35,8143.05,8.3852,2388.01,240,183,171.98946
11,58,391,641.79,1581.77,39.09,23.301,21.61,9051.44,8139.04,8.3997,2388.03,240,182,179.8497
11,59,392,642.45,1585.68,38.87,23.3353,21.61,9053.24,8139.68,8.4084,2387.98,240,181,176.64996
11,60,393,642.11,1585.22,38.98,23.2988,21.61,9062.2,8139.74,8.3992,2388.04,240,180,158.08638
11,61,392,642.06,1595.45,39.05,23.5049,21.61,9053.92,8138.19,8.4256,2388.0,240,179,176.722
11,62,391,642.0,1586.58,38.83,23.35,21.61,9052.48,8143.93,8.4093,2388.0,240,178,179.4743
11,63,392,641.98,1585.86,39.09,23.4401,21.61,9055.39,8137.57,8.3898,2388.0,240,177,175.14247
11,64,391,641.97,1584.22,39.04,23.2613,21.61,9050.78,8138.86,8.3873,2388.01,240,176,164.20135
11,65,391,642.43,1588.24,38.79,23.3453,21.61,9057.54,8138.34,8.3914,2388.05,240,175,150.08786
11,66,392,642.72,1588.41,39.12,23.4133,21.61,9060.31,8139.93,8.3816,2387.98,240,174,151.36864
11,67,391,642.3,1585.26,38.99,23.3399,21.61,9061.18,8143.57,8.3935,2388.07,240,173,142.09988
11,68,391,642.23,1583.28,38.92,23.3509,21.61,9057.44,8141.13,8.4065,2388.02,240,172,153.67563
11,69,392,642.24,1586.27,38.86,23.461,21.61,9049.58,8141.14,8.4009,2388.09,240,171,163.85056
11,70,393,642.34,1580.13,38.89,23.3699,21.61,9050.03,8147.07,8.4101,2388.01,240,170,166.43489
11,71,391,642.57,1586.2,39.1,23.4454,21.61,9055.94,8138.34,8.4211,2388.02,240,169,158.62073
11,72,393,642.32,1591.12,38.8,23.3863,21.61,9057.21,8144.22,8.4049,2388.03,240,168,132.88434
11,73,392,642.07,1584.11,38.94,23.3674,21.61,9055.11,8141.16,8.3978,2388.03,240,167,150.00322
11,74,392,642.27,1585.03,38.89,23.5082,21.61,9061.66,8144.31,8.412,2388.03,240,166,139.92766
11,75,392,641.95,1580.27,38.99,23.3972,21.61,9058.23,8138.31,8.4128,2388.04,240,165,168.28719
11,76,395,642.07,1584.39,38.96,23.3912,21.61,9058.95,8139.11,8.4069,2388.03,240,164,150.94592
11,77,391,642.42,1589.24,39.04,23.37,21.61,9056.66,8143.32,8.3871,2387.94,240,163,145.70757
11,78,393,642.0,1588.75,39.03,23.3964,21.61,9058.16,8136.36,8.3964,2388.01,240,162,165.04155
11,79,392,642.36,1582.83,38.98,23.3147,21.61,9054.08,8138.6,8.425,2388.07,240,161,154.18614
11,80,392,641.96,1590.13,39.11,23.493,21.61,9051.88,8139.74,8.4361,2387.98,240,160,164.5621
11,81,392,642.54,1583.78,39.0,23.3403,21.61,9055.11,8135.51,8.4064,2387.96,240,159,156.38214
11,82,391,642.37,1590.35,38.95,23.3266,21.61,9056.42,8136.87,8.4129,2388.1,240,158,138.4421
11,83,393,642.49,1590.06,39.11,23.4632,21.61,9058.86,8140.86,8.42,2388.0,240,157,135.09155
11,84,393,641.99,1590.02,38.88,23.2796,21.61,9059.07,8136.31,8.4424,2388.02,240,156,128.255
11,85,392,642.63,1586.68,38.95,23.3431,21.61,9063.45,8140.14,8.3929,2388.06,240,155,137.78796
11,86,394,642.62,1583.63,38.75,23.4414,21.61,9054.39,8137.91,8.3961,2388.04,240,154,167.56427
11,87,392,642.3,1579.51,39.08,23.3275,21.61,9065.09,8140.06,8.4316,2388.07,240,153,136.90283
11,88,391,642.14,1589.38,38.9,23.3643,21.61,9057.43,8140.75,8.4,2388.1,240,152,131.09212
11,89,394,642.28,1585.72,38.82,23.4642,21.61,9047.54,8140.07,8.418,2388.05,240,151,146.00516
11,90,392,642.14,1591.91,38.94,23.3496,21.61,9061.71,8140.94,8.4055,2388.0,240,150,129.32936
11,91,392,642.6,1591.09,38.92,23.3725,21.61,9055.96,8146.16,8.4081,2388.01,240,149,132.72406
11,92,393,642.64,1586.27,39.02,23.519,21.61,9054.0,8140.6,8.428,2388.01,240,148,145.93697
11,93,390,641.9,1591.55,38.93,23.3372,21.61,9053.77,8142.06,8.4103,2388.06,240,147,163.94168
11,94,390,642.3,1588.6,38.87,23.4122,21.61,9054.9,8140.13,8.4094,2388.01,240,146,157.05887
11,95,392,642.67,1587.52,38.98,23.4589,21.61,9053.82,8143.04,8.432,2387.99,240,145,130.68877
11,96,393,642.02,1581.98,38.9,23.4472,21.61,9062.64,8139.27,8.4086,2388.07,240,144,128.13686
11,97,392,641.98,1588.9,39.04,23.3906,21.61,9056.62,8134.87,8.4119,2388.02,240,143,147.23572
11,98,392,642.31,1584.87,39.07,23.3365,21.61,9056.13,8142.52,8.4252,2388.03,240,142,139.71881
11,99,392,642.13,1581.23,39.07,23.4178,21.61,9056.34,8140.06,8.4511,2388.02,240,141,138.89143
11,100,392,642.32,1587.87,38.81,23.376,21.61,9055.5,8139.44,8.3896,2388.04,240,140,138.40845
11,101,391,642.28,1584.59,38.91,23.4353,21.61,9062.14,8145.75,8.4011,2388.01,240,139,138.25153
11,102,393,642.21,1587.73,38.9,23.4063,21.61,9058.48,8136.28,8.4309,2388.08,240,138,128.3381
11,103,393,642.5,1579.9,38.8,23.377,21.61,9056.15,8143.93,8.4019,2388.02,240,137,132.2518
11,104,391,642.28,1586.62,38.93,23.3845,21.61,9053.68,8141.03,8.3803,2388.03,240,136,146.55031
11,105,393,642.49,1590.06,39.0,23.4192,21.61,9066.05,8140.08,8.3802,2388.04,240,135,138.46152
11,106,393,642.0,1590.45,39.07,23.4773,21.61,9064.05,8139.91,8.3985,2388.07,240,134,130.50514
11,107,391,642.27,1580.91,39.1,23.3214,21.61,9058.76,8138.8,8.3783,2388.01,240,133,136.08267
11,108,391,642.27,1590.02,39.02,23.4415,21.61,9061.97,8146.13,8.4231,2388.09,240,132,139.47113
11,109,394,642.57,1585.26,39.08,23.3933,21.61,9052.23,8143.23,8.3793,2388.0,240,131,130.53522
11,110,391,642.18,1592.33,38.81,23.4207,21.61,9057.7,8148.94,8.3785,2388.01,240,130,117.18974
11,111,392,642.17,1590.1,39.21,23.4053,21.61,9059.87,8138.83,8.4374,2388.04,240,129,131.57922
11,112,392,642.63,1582.95,39.01,23.4675,21.61,9054.54,8136.68,8.3999,2388.07,240,128,147.6942
11,113,393,642.54,1584.52,39.18,23.3392,21.6,9061.16,8138.66,8.3729,2387.98,240,127,131.50998
11,114,393,642.22,1589.45,38.98,23.4464,21.61,9064.9,8145.28,8.4027,2388.04,240,126,120.311264
11,115,392,642.08,1577.94,38.99,23.3886,21.61,9065.4,8145.89,8.4318,2388.0,240,125,125.49766
11,116,392,642.03,1582.25,38.84,23.4434,21.61,9060.08,8144.14,8.4058,2388.02,240,124,127.37387
11,117,392,642.29,1588.99,38.86,23.4561,21.61,9063.96,8145.25,8.4061,2388.02,240,123,124.45856
11,118,393,642.15,1582.3,38.85,23.2986,21.61,9071.59,8143.55,8.4245,2387.94,240,122,123.61777
11,119,392,642.35,1582.34,39.12,23.4008,21.61,9058.95,8140.54,8.4309,2387.99,240,121,127.36947
11,120,391,641.68,1592.75,38.98,23.4447,21.61,9063.51,8138.85,8.4613,2388.03,240,120,118.4113
11,121,393,642.76,1582.4,38.9,23.316,21.61,9062.42,8144.46,8.4059,2388.06,240,119,105.55214
11,122,391,642.83,1584.81,38.94,23.3843,21.61,9059.84,8143.01,8.411,2388.06,240,118,117.78433
11,123,393,642.5,1586.47,38.78,23.3174,21.61,9059.05,8144.54,8.401,2388.07,240,117,114.552536
11,124,392,642.33,1591.74,38.92,23.3691,21.61,9059.65,8149.43,8.4334,2388.02,240,116,106.55509
11,125,391,642.07,1596.07,38.93,23.4796,21.61,9065.39,8146.8,8.4018,2388.02,240,115,114.66563
11,126,392,641.9,1587.99,39.05,23.3785,21.61,9058.43,8135.78,8.4358,2388.04,240,114,137.90276
11,127,393,641.8,1587.67,39.12,23.4503,21.61,9059.25,8139.06,8.4153,2388.03,240,113,128.9703
11,128,392,642.21,1583.75,38.81,23.2457,21.61,9068.46,8148.41,8.4113,2388.01,240,112,111.54738
11,129,394,642.8,1582.18,38.88,23.2947,21.61,9065.13,8141.82,8.3722,2388.04,240,111,123.185974
11,130,392,642.17,1586.67,39.05,23.2464,21.61,9060.72,8144.99,8.4119,2388.03,240,110,118.402664
11,131,392,642.24,1588.51,39.08,23.4255,21.61,9051.26,8151.74,8.4148,2388.05,240,109,120.57707
11,132,392,642.11,1583.51,38.83,23.4041,21.61,9058.57,8141.1,8.4236,2388.05,240,108,139.56686
11,133,393,642.29,1581.62,39.02,23.3433,21.61,9057.11,8141.82,8.4271,2388.0,240,107,124.731735
11,134,392,642.46,1579.85,38.74,23.4338,21.61,9069.31,8147.74,8.3899,2388.09,240,106,117.460884
11,135,393,642.63,1589.76,38.91,23.2903,21.61,9064.12,8141.01,8.4094,2388.06,240,105,121.424416
11,136,393,642.03,1585.65,38.97,23.5463,21.61,9077.75,8140.73,8.4335,2388.0,240,104,144.176
11,137,392,641.71,1584.31,38.83,23.2449,21.61,9071.44,8147.34,8.4173,2388.05,240,103,107.61082
11,138,392,642.78,1578.23,38.97,23.375,21.61,9067.55,8142.0,8.4331,2388.08,240,102,112.578865
11,139,393,641.96,1583.02,39.09,23.1994,21.61,9068.8,8149.41,8.428,2388.12,240,101,109.65286
11,140,394,642.52,1588.37,39.03,23.3892,21.61,9059.87,8146.7,8.4184,2387.98,240,100,108.145004
11,141,394,642.05,1587.16,38.89,23.3066,21.61,9066.81,8145.85,8.4207,2388.04,240,99,107.87687
11,142,392,642.96,1583.17,39.14,23.4088,21.61,9063.2,8146.16,8.4112,2388.0,240,98,116.054115
11,143,393,642.21,1589.4,38.81,23.3783,21.61,9072.83,8144.46,8.458,2387.98,240,97,101.02943
11,144,392,642.61,1584.22,38.79,23.3179,21.61,9072.16,8149.35,8.454,2388.04,240,96,91.55894
11,145,393,642.48,1587.0,38.78,23.3262,21.61,9066.6,8143.43,8.4027,2388.07,240,95,121.00263
11,146,393,642.13,1587.19,39.1,23.2712,21.61,9070.61,8148.68,8.4312,2388.05,240,94,101.61576
11,147,393,642.56,1585.41,38.87,23.3068,21.61,9066.95,8151.4,8.4047,2388.07,240,93,114.20656
11,148,393,642.62,1593.51,38.86,23.3528,21.61,9067.71,8153.14,8.4286,2388.07,240,92,93.17564
11,149,392,642.98,1592.98,38.72,23.3379,21.61,9068.98,8143.69,8.4166,2388.04,240,91,93.18885
11,150,393,642.06,1584.02,39.13,23.3631,21.61,9065.96,8144.14,8.4277,2388.07,240,90,105.94194
11,151,394,642.89,1589.2,39.01,23.3398,21.61,9064.23,8140.75,8.4166,2388.05,240,89,117.05457
11,152,393,642.53,1591.83,38.65,23.3459,21.61,9070.58,8155.54,8.4052,2388.09,240,88,85.31327
11,153,394,642.46,1592.3,38.87,23.2887,21.61,9068.83,8146.52,8.4272,2388.07,240,87,97.3719
11,154,392,642.83,1589.3,39.02,23.3234,21.61,9067.95,8154.82,8.4356,2388.03,240,86,97.95594
11,155,392,642.23,1587.73,38.98,23.2446,21.61,9068.36,8148.98,8.4097,2388.05,240,85,116.780876
11,156,393,642.29,1583.59,38.73,23.3631,21.61,9074.93,8144.97,8.4318,2388.03,240,84,98.642944
11,157,395,642.61,1590.78,39.17,23.3007,21.61,9070.72,8147.69,8.4206,2388.01,240,83,106.44165
11,158,393,642.47,1590.39,38.77,23.314,21.61,9073.04,8151.17,8.4512,2388.02,240,82,80.27502
11,159,392,642.04,1593.59,38.82,23.4165,21.6,9068.39,8150.18,8.4349,2388.02,240,81,97.9342
11,160,393,642.82,1587.98,38.84,23.3837,21.61,9072.8,8148.46,8.4609,2388.07,240,80,81.31793
11,161,394,642.28,1585.28,38.84,23.3048,21.61,9070.64,8155.92,8.4165,2388.03,240,79,102.79175
11,162,394,642.42,1593.8,38.94,23.3716,21.61,9070.97,8150.12,8.4137,2388.06,240,78,107.10956
11,163,393,641.95,1590.62,38.91,23.3253,21.61,9075.71,8150.8,8.4407,2388.06,240,77,82.80254
11,164,393,642.71,1590.29,38.92,23.289,21.61,9077.75,8154.65,8.4468,2388.0,240,76,83.935684
11,165,393,642.55,1596.82,38.85,23.3122,21.61,9070.25,8152.31,8.4446,2388.1,240,75,84.10038
11,166,393,642.68,1587.0,38.88,23.404,21.61,9078.42,8154.6,8.4301,2388.08,240,74,91.22745
11,167,393,642.3,1592.45,38.84,23.3611,21.61,9072.23,8148.81,8.4285,2388.02,240,73,101.86509
11,168,393,643.18,1581.81,38.67,23.29,21.61,9072.98,8151.28,8.4594,2388.04,240,72,68.01367
11,169,392,642.46,1580.78,38.86,23.2977,21.61,9077.23,8157.98,8.4293,2388.01,240,71,110.05555
11,170,394,641.97,1588.75,38.88,23.321,21.61,9070.72,8150.43,8.4334,2388.1,240,70,89.07603
11,171,392,643.01,1590.91,38.93,23.2692,21.61,9077.19,8152.96,8.4531,2387.99,240,69,79.68816
11,172,393,642.45,1586.91,38.81,23.4505,21.61,9082.17,8156.52,8.4425,2388.1,240,68,82.57965
11,173,392,642.22,1591.75,38.66,23.3108,21.61,9077.61,8154.79,8.4108,2388.08,240,67,82.24995
11,174,392,642.52,1592.14,38.86,23.3877,21.61,9079.31,8157.32,8.4672,2388.07,240,66,67.470215
11,175,393,642.9,1587.68,38.76,23.241,21.61,9077.88,8159.93,8.4273,2388.12,240,65,59.65757
11,176,394,642.37,1590.8,38.91,23.4046,21.61,9076.9,8153.47,8.453,2388.05,240,64,74.783295
11,177,393,642.82,1589.03,38.79,23.2483,21.61,9081.19,8155.88,8.4445,2388.0,240,63,55.95492
11,178,391,642.77,1595.91,38.8,23.3742,21.61,9084.31,8161.33,8.4307,2388.03,240,62,66.49957
11,179,392,642.85,1590.33,38.84,23.3466,21.61,9082.79,8155.75,8.4718,2388.06,240,61,63.761444
11,180,393,642.91,1587.71,38.67,23.2629,21.61,9076.45,8158.23,8.4323,2388.08,240,60,68.654076
11,181,394,642.57,1590.02,38.68,23.2518,21.61,9077.44,8157.41,8.4414,2388.09,240,59,62.780502
11,182,394,642.59,1588.41,38.89,23.2896,21.61,9081.27,8161.89,8.424,2388.08,240,58,65.19525
11,183,393,642.78,1587.06,38.59,23.2455,21.61,9084.24,8159.18,8.444,2388.07,240,57,53.61602
11,184,392,642.91,1595.5,38.83,23.3222,21.61,9089.0,8163.45,8.4274,2388.08,240,56,70.36406
11,185,394,642.85,1587.53,38.89,23.2396,21.61,9082.19,8154.81,8.4508,2388.05,240,55,57.211643
11,186,394,642.6,1589.21,38.97,23.204,21.61,9091.9,8157.84,8.4316,2388.12,240,54,61.14424
11,187,393,642.32,1587.31,38.89,23.3545,21.61,9083.3,8163.86,8.4573,2388.05,240,53,67.75701
11,188,393,643.19,1602.38,38.83,23.3734,21.61,9081.55,8164.4,8.4663,2388.09,240,52,57.21979
11,189,394,642.45,1596.93,38.69,23.3143,21.61,9083.66,8170.05,8.4781,2388.08,240,51,47.15648
11,190,393,642.74,1599.98,38.93,23.2675,21.61,9083.7,8163.16,8.4567,2388.06,240,50,60.9303
11,191,394,642.44,1590.57,38.75,23.3386,21.61,9082.58,8167.05,8.4506,2388.04,240,49,61.438
11,192,394,642.25,1587.95,38.86,23.174,21.61,9082.49,8166.62,8.4462,2388.1,240,48,54.45307
11,193,394,642.62,1594.23,38.79,23.3255,21.61,9089.0,8167.06,8.4269,2388.14,240,47,56.62577
11,194,394,643.09,1591.38,38.73,23.3257,21.61,9093.31,8162.99,8.4835,2388.12,240,46,47.62451
11,195,393,643.38,1591.11,38.81,23.2551,21.61,9087.71,8164.02,8.5017,2388.14,240,45,48.0183
11,196,394,643.24,1593.96,38.83,23.2212,21.61,9090.25,8167.88,8.451,2388.08,240,44,52.254242
11,197,392,642.82,1596.08,38.78,23.217,21.61,9089.76,8168.93,8.4764,2388.01,240,43,59.203606
11,198,394,643.22,1597.7,38.82,23.269,21.61,9092.56,8169.21,8.4667,2388.07,240,42,44.662914
11,199,394,642.75,1594.39,38.69,23.1649,21.61,9095.73,8166.52,8.4817,2388.07,240,41,43.148426
11,200,394,642.82,1593.09,38.98,23.276,21.61,9098.29,8173.27,8.4804,2388.07,240,40,51.97939
11,201,394,642.74,1594.0,38.92,23.2324,21.61,9099.23,8173.92,8.4573,2388.06,240,39,50.8185
11,202,395,642.82,1595.43,38.84,23.2307,21.61,9100.5,8174.1,8.4582,2388.08,240,38,39.716995
11,203,394,643.27,1594.42,38.65,23.265,21.61,9099.07,8172.72,8.4766,2388.09,240,37,39.433254
11,204,394,643.01,1600.78,38.6,23.1804,21.61,9096.62,8177.44,8.48,2388.05,240,36,33.491734
11,205,395,643.32,1599.68,38.64,23.2295,21.61,9108.56,8175.98,8.4622,2388.06,240,35,29.45214
11,206,394,643.06,1592.38,38.69,23.2278,21.61,9108.93,8170.88,8.4492,2388.07,240,34,35.146202
11,207,395,642.53,1592.09,38.74,23.1952,21.61,9104.16,8182.03,8.4714,2388.12,240,33,36.013367
11,208,392,643.42,1597.0,38.63,23.2749,21.61,9103.42,8175.53,8.4832,2388.1,240,32,40.57241
11,209,395,642.79,1592.08,38.86,23.1302,21.61,9105.93,8177.4,8.4461,2388.08,240,31,38.112934
11,210,394,644.09,1595.84,38.59,23.1738,21.61,9104.37,8180.88,8.4693,2388.09,240,30,29.78012
11,211,396,642.86,1589.33,38.48,23.2501,21.61,9108.45,8176.81,8.4749,2388.03,240,29,36.753475
11,212,393,643.31,1601.93,38.85,23.194,21.61,9102.76,8182.99,8.4743,2388.11,240,28,35.844604
11,213,395,642.97,1600.91,38.67,23.1144,21.61,9105.88,8180.98,8.4793,2388.17,240,27,26.108723
11,214,396,643.24,1598.2,38.61,23.1432,21.61,9105.88,8177.98,8.4818,2388.17,240,26,18.814247
11,215,395,643.24,1592.43,38.73,23.2806,21.61,9114.36,8184.33,8.4508,2388.12,240,25,30.469187
11,216,395,643.1,1595.6,38.68,23.1628,21.61,9106.96,8190.1,8.4468,2388.12,240,24,29.417974
11,217,393,642.94,1595.48,38.51,23.2706,21.61,9108.27,8185.43,8.468,2388.11,240,23,42.069275
11,218,395,643.43,1605.0,38.72,23.2289,21.61,9119.89,8186.36,8.4751,2388.12,240,22,20.624928
11,219,395,642.91,1603.37,38.49,23.0955,21.61,9115.1,8182.76,8.4657,2388.13,240,21,19.865269
11,220,396,643.18,1599.36,38.6,23.1006,21.61,9114.67,8191.42,8.4637,2388.09,240,20,21.864002
11,221,396,643.39,1596.2,38.47,23.2252,21.61,9124.62,8193.41,8.4479,2388.12,240,19,20.75909
11,222,394,643.38,1596.23,38.56,23.1194,21.61,9126.01,8193.99,8.489,2388.08,240,18,19.532955
11,223,397,643.27,1594.78,38.7,23.1471,21.61,9131.05,8193.97,8.4933,2388.13,240,17,20.315441
11,224,396,643.19,1598.12,38.44,23.2245,21.61,9125.89,8194.36,8.4721,2388.07,240,16,20.586494
11,225,396,643.28,1604.2,38.62,23.13,21.61,9126.81,8196.21,8.4877,2388.08,240,15,13.763087
11,226,395,643.26,1601.06,38.57,23.1209,21.61,9127.0,8196.85,8.5266,2388.12,240,14,11.349966
11,227,396,643.04,1605.96,38.68,23.2125,21.61,9132.23,8200.57,8.4435,2388.12,240,13,18.128708
11,228,396,643.24,1605.75,38.6,23.1412,21.61,9131.81,8204.7,8.4726,2388.16,240,12,13.996623
11,229,396,643.57,1594.52,38.56,23.1104,21.61,9147.23,8204.27,8.4909,2388.08,240,11,13.612798
11,230,395,643.45,1600.48,38.41,23.0951,21.61,9137.16,8203.44,8.4853,2388.13,240,10,12.874205
11,231,397,643.77,1605.96,38.51,23.0519,21.61,9136.72,8207.25,8.5039,2388.1,240,9,6.993103
11,232,395,643.57,1608.8,38.71,23.0727,21.61,9138.91,8210.31,8.5408,2388.15,240,8,11.108166
11,233,395,643.4,1605.43,38.53,23.2003,21.61,9138.15,8210.46,8.4921,2388.13,240,7,12.743608
11,234,397,643.65,1592.79,38.56,23.0208,21.61,9145.42,8209.19,8.5148,2388.13,240,6,10.023585
11,235,395,643.22,1597.07,38.37,23.0664,21.61,9153.67,8209.57,8.5183,2388.14,240,5,7.6780577
11,236,397,643.6,1609.02,38.28,23.1657,21.61,9145.76,8210.25,8.5166,2388.14,240,4,6.500844
11,237,395,643.5,1601.64,38.49,23.1025,21.61,9152.41,8208.22,8.5383,2388.18,240,3,5.24512
11,238,396,643.27,1607.24,38.33,23.1283,21.61,9150.92,8214.81,8.5121,2388.12,240,2,6.8734307
11,239,396,643.68,1608.34,38.49,23.0304,21.61,9151.7,8218.6,8.4947,2388.17,240,1,4.5752153
11,240,397,643.52,1598.71,38.28,23.0558,21.61,9155.67,8218.2,8.5135,2388.16,240,0,3.6132548
12,1,394,642.39,1586.1,38.78,23.2348,21.61,9052.13,8130.76,8.4214,2388.09,170,169,191.28282
12,2,393,642.43,1592.56,38.95,23.3202,21.61,9042.55,8125.37,8.4005,2388.12,170,168,189.08342
12,3,393,642.35,1587.14,38.79,23.2922,21.61,9033.93,8128.94,8.4089,2388.11,170,167,190.33322
12,4,392,642.5,1594.4,38.84,23.4524,21.61,9046.28,8124.09,8.438,2388.18,170,166,190.46896
12,5,393,642.81,1584.77,39.04,23.3366,21.61,9045.8,8126.65,8.4478,2388.11,170,165,185.7296
12,6,393,642.64,1586.47,38.86,23.2776,21.61,9051.29,8132.42,8.43,2388.09,170,164,187.24652
12,7,392,642.54,1585.61,38.8,23.1772,21.61,9048.64,8129.4,8.4406,2388.1,170,163,190.97316
12,8,391,642.37,1590.47,38.76,23.3676,21.61,9049.68,8131.46,8.4247,2388.12,170,162,185.34674
12,9,393,641.95,1585.75,38.81,23.3485,21.61,9048.35,8124.76,8.4223,2388.14,170,161,189.40192
12,10,392,642.37,1592.2,38.8,23.2907,21.61,9048.97,8127.45,8.4531,2388.07,170,160,186.57281
